code,id,first_name,second_name,web_name,selected_by_percent,team,team_code,status,news
467169,454,Antony,dos Santos,Antony,0.1,14,1,u,has joined Real Betis permanently.
184341,455,Mason,Mount,Mount,0.3,14,1,a,
61256,457,Carlos Henrique,Casimiro,Casemiro,0.4,14,1,a,
516895,458,Kobbie,Mainoo,Mainoo,0.5,14,1,a,
232112,459,Manuel,Ugarte Ribeiro,Ugarte,0.1,14,1,a,
490881,460,Toby,Collyer,Collyer,0.0,14,1,u,Has joined West Bromwich Albion on loan for the rest of the season.
556639,461,Jayce,Fitzgerald,Fitzgerald,0.0,14,1,a,
547037,462,Jack,Fletcher,J.Fletcher,0.1,14,1,a,
618873,463,Sékou,Koné,Kone,0.1,14,1,a,
559684,464,Jack,Moorhouse,Moorhouse,0.0,14,1,u,has joined Leyton Orient on loan for the rest of the season.
497894,465,Rasmus,Højlund,Højlund,0.3,14,1,u,has joined Napoli on loan for the rest of the season.
458249,466,Joshua,Zirkzee,Zirkzee,0.4,14,1,a,
596047,467,Chido,Obi,Obi,1.6,14,1,a,
575034,468,Ethan,Wheatley,Wheatley,0.1,14,1,u,has joined Northampton Town on loan for the rest of the season.
485711,681,Benjamin,Sesko,Šeško,5.4,14,1,a,
465247,733,Senne,Lammens,Lammens,1.3,14,1,a,
232653,52,Jacob,Ramsey,J.Ramsey,0.2,15,4,a,
216646,135,Yoane,Wissa,Wissa,0.5,15,4,i,Knee injury - Expected back 22 Nov
98747,469,Nick,Pope,Pope,12.3,15,4,a,
81441,471,Mark,Gillespie,Gillespie,0.1,15,4,a,
111452,472,Odysseas,Vlachodimos,Odysseas,0.0,15,4,u,Has joined Sevilla on loan for the rest of the season.
487838,473,Lewis,Hall,Hall,0.8,15,4,d,Hamstring injury - 25% chance of playing
119471,474,Fabian,Schär,Schär,1.9,15,4,a,
220237,475,Sven,Botman,Botman,0.7,15,4,a,
78916,476,Dan,Burn,Burn,11.0,15,4,a,
441191,477,Tino,Livramento,Livramento,3.3,15,4,i,Knee injury - Expected back 22 Nov
77794,478,Kieran,Trippier,Trippier,2.7,15,4,a,
111773,479,Emil,Krafth,Krafth,0.0,15,4,a,
101148,480,Jamaal,Lascelles,Lascelles,0.1,15,4,a,
545477,481,Alex,Murphy,A.Murphy,0.6,15,4,a,
441024,482,Harrison,Ashby,Ashby,0.1,15,4,i,Thigh injury - Unknown return date
578512,483,Miodrag,Pivaš,Pivas,0.2,15,4,a,
169359,484,Matt,Targett,Targett,0.2,15,4,u,has joined Middlesbrough on loan for the rest of the season.
232826,485,Anthony,Gordon,Gordon,3.2,15,4,a,
449434,486,Anthony,Elanga,Elanga,3.8,15,4,a,
201666,487,Harvey,Barnes,Barnes,0.4,15,4,a,
208706,488,Bruno,Guimarães Rodriguez Moura,Bruno G.,3.4,15,4,a,
114243,489,Jacob,Murphy,J.Murphy,1.0,15,4,a,
180974,490,Joelinton Cássio,Apolinário de Lira,Joelinton,0.3,15,4,a,
432422,491,Sandro,Tonali,Tonali,1.4,15,4,a,
640108,492,Antoñito,Cordero Campillo,Antoñito C.,0.0,15,4,u,has joined KVC Westerlo on loan for the rest of the season.
200089,494,Joe,Willock,Willock,0.1,15,4,a,
153127,495,Isaac,Hayden,Hayden,0.0,15,4,u,Has departed the club as a free agent.
564510,496,Garang,Kuol,Kuol,0.0,15,4,u,has joined Sparta Prague permanently.
547719,497,Lewis,Miley,L.Miley,2.1,15,4,a,
461484,498,Joe,White,White,0.0,15,4,u,Has joined Leyton Orient on loan for the rest of the season.
538207,500,William,Osula,Osula,0.3,15,4,a,
599303,501,Sean,Neave,Neave,0.2,15,4,a,
225321,674,Aaron,Ramsdale,Ramsdale,0.6,15,4,a,
465642,684,Malick,Thiaw,Thiaw,0.5,15,4,a,
623110,689,Seung-Soo,Park,Seung soo,0.3,15,4,a,
470313,714,Nick,Woltemade,Woltemade,24.3,15,4,a,
206325,12,Oleksandr,Zinchenko,Zinchenko,0.3,16,17,i,Muscle injury - Unknown return date
432714,426,James,McAtee,McAtee,0.1,16,17,a,
85633,502,Matz,Sels,Sels,8.6,16,17,a,
475123,503,Carlos Miguel,dos Santos Pereira,C.Miguel,0.1,16,17,u,Has joined Palmeiras permanently.
224068,504,Matt,Turner,Turner,0.1,16,17,u,Has joined Lyon permanently.
227444,505,Nikola,Milenković,Milenković,4.2,16,17,a,
575476,506,Murillo,Costa dos Santos,Murillo,2.0,16,17,a,
159506,507,Ola,Aina,Aina,2.6,16,17,i,Hamstring injury - Expected back 13 Dec
215136,508,Neco,Williams,N.Williams,3.6,16,17,a,
451432,509,David,Mota Veiga Teixeira do Carmo,David Carmo,0.0,16,17,u,has joined Real Oviedo on loan for the rest of the season.
575458,510,Jair,Paula da Cunha Filho,Jair Cunha,0.1,16,17,a,
485047,511,Felipe,Rodrigues da Silva,Morato,0.1,16,17,a,
204822,512,Omar,Richards,O.Richards,0.0,16,17,u,has joined Rio Ave on loan for the rest of the season.
549067,513,Zach,Abbott,Abbott,0.2,16,17,a,
90585,514,Willy,Boly,Boly,0.5,16,17,a,
222531,515,Morgan,Gibbs-White,Gibbs-White,2.9,16,17,a,
209046,516,Callum,Hudson-Odoi,Hudson-Odoi,0.8,16,17,a,
215379,517,Elliot,Anderson,Anderson,3.1,16,17,a,
510500,518,João Pedro,Ferreira da Silva,Jota,0.0,16,17,u,has joined Besiktas on loan for the rest of the season.
250199,519,Nicolás,Domínguez,Dominguez,0.0,16,17,a,
243345,520,Lewis,O'Brien,O'Brien,0.0,16,17,u,Has joined Wrexham permanently.
210462,521,Ibrahim,Sangaré,Sangaré,0.1,16,17,a,
204968,522,Ryan,Yates,Yates,0.1,16,17,a,
569014,523,Eric,da Silva Moreira,Da Silva Moreira,0.1,16,17,u,has joined Rio Ave on loan for the rest of the season.
495161,524,Marko,Stamenić,Stamenic,0.0,16,17,u,Has joined Swansea City permanently.
60689,525,Chris,Wood,Wood,7.1,16,17,i,Knee injury - Expected back 09 Nov
482973,526,Igor Jesus,Maciel da Cruz,Igor Jesus,0.6,16,17,a,
210156,527,Taiwo,Awoniyi,Awoniyi,0.4,16,17,a,
456512,669,Dan,Ndoye,Ndoye,1.3,16,17,a,
107265,675,Angus,Gunn,Gunn,1.5,16,17,i,Knee injury - Unknown return date
503301,693,Omari,Hutchinson,Hutchinson,0.0,16,17,a,
465680,696,Arnaud,Kalimuendo,Kalimuendo,0.1,16,17,a,
230046,699,Douglas Luiz,Soares de Paulo,Douglas Luiz,0.1,16,17,a,
221389,715,John Victor,Maciel Furtado,John,0.3,16,17,a,
500151,716,Nicolò,Savona,Savona,0.0,16,17,a,
560441,729,Luis Eduardo,Soares da Silva,Cuiabano,0.0,16,17,u,has joined Botafogo on loan for the rest of the season.
476887,734,Dilane,Bakwa,Bakwa,0.0,16,17,i,Knock - Unknown return date
232571,528,Anthony,Patterson,Patterson,0.2,17,56,a,
74854,529,Simon,Moore,Moore,0.4,17,56,a,
490000,530,Blondy,Nna Noukeu,Nna Noukeu,0.1,17,56,a,
223827,531,Daniel,Ballard,Ballard,2.4,17,56,a,
487676,532,Trai,Hume,Hume,0.4,17,56,a,
220684,533,Aji,Alese,Alese,0.0,17,56,d,Shoulder injury - 50% chance of playing
232820,534,Joe,Anderson,Anderson,0.4,17,56,a,
461195,535,Dennis,Cirkin,Cirkin,0.0,17,56,d,Wrist Injury - 50% chance of playing
477547,536,Leo Fuhr,Hjelde,Hjelde,0.0,17,56,d,Achilles injury - 50% chance of playing
492066,537,Niall,Huggins,Huggins,0.1,17,56,u,has joined Wycombe Wanderers on loan for the rest of the season.
514613,538,Zak,Johnson,Johnson,0.3,17,56,a,
167512,539,Luke,O'Nien,O'Nien,0.0,17,56,a,
465702,540,Timothée,Pembélé,Pembele,0.4,17,56,a,
434399,541,Reinildo,Mandava,Reinildo,4.5,17,56,a,
519634,542,Jenson,Seelt,Seelt,0.1,17,56,u,has joined Wolfsburg on loan for the rest of the season.
535818,543,Simon,Adingra,Adingra,0.6,17,56,a,
547027,544,Habib,Diarra,Diarra,0.0,17,56,i,Groin Injury - Expected back 03 Dec
124165,545,Patrick,Roberts,Roberts,0.0,17,56,u,has joined Birmingham City on loan for the rest of the season.
626844,546,Milan,Aleksić,Aleksić,0.0,17,56,u,has joined Cracovia on loan for the rest of the season.
484420,547,Enzo,Le Fée,E.Le Fée,0.4,17,56,a,
461199,548,Romaine,Mundle,Mundle,0.0,17,56,i,Hamstring injury - Expected back 22 Nov
223336,549,Dan,Neil,Neil,0.0,17,56,a,
215460,550,Ian,Poveda-Ocampo,Poveda,0.0,17,56,a,
554197,551,Chris,Rigg,Rigg,0.0,17,56,a,
577669,552,Noah,Sadiki,Sadiki,0.1,17,56,a,
549912,553,Chemsdine,Talbi,Talbi,0.3,17,56,a,
477851,554,Abdoullah,Ba,Ba,0.3,17,56,a,
171422,555,Alan,Browne,Browne,0.0,17,56,u,has joined Middlesbrough on loan for the rest of the season.
458297,556,Pierre,Ekwah Elimby,Ekwah,0.0,17,56,u,Has joined AS Saint-Etienne permanently.
547410,557,Harrison,Jones,H.Jones,0.1,17,56,a,
493837,558,Jay,Matete,Matete,0.2,17,56,a,
500696,559,Nectarios,Triantis,Triantis,0.0,17,56,u,has joined Minnesota United permanently.
437505,560,Wilson,Isidor,Isidor,3.6,17,56,a,
564406,561,Eliezer,Mayenda Dossou,Mayenda,0.7,17,56,a,
611975,562,Ahmed,Abdullahi,Abdullahi,0.4,17,56,a,
551153,563,Luís Hemir,Silva Semedo,Luís Hemir,0.1,17,56,u,has joined Moreirense on loan for the rest of the season.
440955,564,Nazarii,Rusyn,Rusyn,0.1,17,56,u,has joined Arka on loan for the rest of the season.
84450,668,Granit,Xhaka,Xhaka,5.1,17,56,a,
498016,670,Robin,Roefs,Roefs,6.7,17,56,a,
105717,678,Arthur,Masuaku,Masuaku,0.8,17,56,a,
201895,683,Omar,Alderete,Alderete,5.8,17,56,d,Head injury - 75% chance of playing
200834,694,Nordi,Mukiele,Mukiele,5.3,17,56,a,
247955,724,Lutsharel,Geertruida,Geertruida,0.0,17,56,a,
441264,730,Brian,Brobbey,Brobbey,0.1,17,56,a,
110504,735,Bertrand,Traoré,Traoré,0.0,17,56,a,
184254,565,Guglielmo,Vicario,Vicario,10.3,18,6,a,
214572,566,Brandon,Austin,Austin,0.3,18,6,a,
485055,567,Antonín,Kinský,Kinsky,2.0,18,6,a,
441164,568,Pedro,Porro Sauceda,Pedro Porro,19.0,18,6,a,
221632,569,Cristian,Romero,Romero,4.4,18,6,a,
135720,570,Kevin,Danso,Danso,0.2,18,6,a,
115556,571,Ben,Davies,Davies,0.1,18,6,i,Hamstring injury - Unknown return date
493125,572,Radu,Drăgușin,Dragusin,0.0,18,6,i,Knee injury - Unknown return date
232859,573,Djed,Spence,Spence,1.7,18,6,a,
487053,574,Destiny,Udogie,Udogie,0.4,18,6,a,
491279,575,Micky,van de Ven,Van de Ven,32.2,18,6,a,
548308,576,Ashley,Phillips,Phillips,0.0,18,6,u,Has joined Stoke City on loan for the rest of the season.
553299,577,Takai,Kōta,Takai,0.1,18,6,i,Thigh injury - Expected back 23 Nov
610799,578,Luka,Vušković,Vuskovic,0.4,18,6,u,has joined Hamburger SV on loan for the rest of the season.
85971,579,Son,Heung-min,Son,0.1,18,6,u,Has joined Los Angeles FC permanently.
242898,580,Brennan,Johnson,Johnson,3.3,18,6,a,
172780,581,James,Maddison,Maddison,0.1,18,6,i,Anterior cruciate ligament - Unknown return date
460842,582,Mohammed,Kudus,Kudus,32.0,18,6,a,
445044,583,Dejan,Kulusevski,Kulusevski,0.0,18,6,i,Knee injury - Unknown return date
511499,584,Mathys,Tel,Tel,0.1,18,6,a,
202993,585,Rodrigo,Bentancur,Bentancur,0.4,18,6,a,
570526,586,Lucas,Bergvall,Bergvall,0.4,18,6,a,
227127,587,Yves,Bissouma,Bissouma,0.0,18,6,i,Ankle injury - Unknown return date
550839,588,Wilson,Odobert,Odobert,0.0,18,6,a,
235674,589,Manor,Solomon,Solomon,0.0,18,6,u,has joined Villarreal CF on loan for the rest of the season.
436234,590,Bryan,Gil Salvatierra,Bryan,0.0,18,6,u,has joined Girona permanently.
547701,591,Archie,Gray,Gray,0.1,18,6,i,Calf injury - Unknown return date
499721,592,Mikey,Moore,Moore,0.0,18,6,u,Has joined Rangers on loan for the rest of the season.
482442,593,Pape Matar,Sarr,P.M.Sarr,1.7,18,6,a,
623095,594,Yang,Min-hyeok,Min-hyeok,0.0,18,6,u,Has joined Portsmouth on loan for the rest of the season.
499726,595,Callum,Olusesi,Olusesi,0.2,18,6,a,
154566,596,Dominic,Solanke-Mitchell,Solanke,1.0,18,6,i,Ankle injury - Expected back 23 Nov
212319,597,Richarlison,de Andrade,Richarlison,9.4,18,6,a,
552427,598,Will,Lankshear,Lankshear,0.0,18,6,u,Has joined Oxford United on loan for the rest of the season.
490145,599,Dane,Scarlett,Scarlett,0.6,18,6,a,
154296,673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,1.6,18,6,a,
493362,717,Xavi,Simons,Xavi,1.7,18,6,a,
247693,726,Randal,Kolo Muani,Kolo Muani,0.2,18,6,a,
640419,745,Jun'ai,Byfield,Byfield,0.0,18,6,a,
223434,149,Igor Julio,dos Santos de Paulo,Igor,0.1,19,21,a,
84182,600,Alphonse,Areola,Areola,2.1,19,21,a,
82143,601,Wes,Foderingham,Foderingham,0.3,19,21,u,has joined Aris Limassol permanently.
483364,602,Krisztián,Hegyi,Hegyi,0.2,19,21,a,
613804,603,El Hadji Malick,Diouf,Diouf,3.3,19,21,a,
109533,604,Emerson,Palmieri dos Santos,Emerson,0.1,19,21,u,has joined Marseille permanently.
214048,605,Maximilian,Kilman,Kilman,0.2,19,21,a,
233963,606,Konstantinos,Mavropanos,Mavropanos,0.1,19,21,i,Muscle injury - Expected back 22 Nov
210494,607,Nayef,Aguerd,N.Aguerd,0.0,19,21,u,has joined Marseille permanently.
536109,608,Ollie,Scarles,Scarles,0.0,19,21,i,Shoulder injury - Expected back 27 Dec
462116,609,Jean-Clair,Todibo,Todibo,0.1,19,21,a,
214590,610,Aaron,Wan-Bissaka,Wan-Bissaka,5.9,19,21,a,
518438,611,Kaelan,Casey,Casey,0.1,19,21,u,Has joined Swansea City on loan for the rest of the season.
224024,612,Lucas,Tolentino Coelho de Lima,L.Paquetá,2.5,19,21,a,
215439,613,Tomáš,Souček,Souček,0.2,19,21,a,
101178,614,James,Ward-Prowse,Ward-Prowse,0.2,19,21,a,
450070,615,Crysencio,Summerville,Summerville,0.1,19,21,a,
213999,616,Edson,Álvarez Velázquez,Álvarez,0.1,19,21,u,Has joined Fenerbahçe on loan for the rest of the season.
149519,617,Maxwel,Cornet,Cornet,0.0,19,21,u,has joined Genoa on loan for the rest of the season.
197024,618,Guido,Rodríguez,G.Rodriguez,0.0,19,21,a,
577114,619,Luis Guilherme,Lira dos Santos,L.Guilherme,0.0,19,21,a,
490885,620,George,Earthy,Earthy,0.0,19,21,i,Hamstring injury - Expected back 22 Nov
229384,621,Andy,Irving,Irving,0.3,19,21,a,
518442,622,Lewis,Orford,Orford,0.1,19,21,u,has joined Stevenage on loan for the rest of the season.
490142,623,Freddie,Potts,Potts,0.6,19,21,a,
178186,624,Jarrod,Bowen,Bowen,8.0,19,21,a,
91889,625,Niclas,Füllkrug,Füllkrug,0.7,19,21,i,Muscle injury - Expected back 22 Nov
565431,626,Callum,Marshall,Marshall,0.7,19,21,a,
158534,659,Kyle,Walker-Peters,Walker-Peters,0.3,19,21,a,
75115,671,Callum,Wilson,Wilson,0.4,19,21,a,
467189,679,Mads,Hermansen,Hermansen,0.2,19,21,a,
551226,708,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,0.0,19,21,a,
564940,718,Soungoutou,Magassa,S.Magassa,0.0,19,21,a,
37096,738,Lukasz,Fabianski,Fabianski,0.0,19,21,a,
101982,627,Sam,Johnstone,Johnstone,0.2,20,39,a,
149065,628,José,Malheiro de Sá,José Sá,1.2,20,39,a,
79602,629,Daniel,Bentley,Bentley,0.6,20,39,a,
516939,631,Emmanuel,Agbadou,Agbadou,0.2,20,39,a,
87835,632,Matt,Doherty,Doherty,0.1,20,39,i,Knee injury - Unknown return date
490721,633,Hugo,Bueno López,H.Bueno,0.1,20,39,a,
501837,634,Yerson,Mosquera Valdelamar,Mosquera,0.1,20,39,a,
483081,635,Rodrigo,Martins Gomes,R.Gomes,0.1,20,39,i,Groin Injury - Unknown return date
231480,636,Santiago,Ignacio Bueno,S.Bueno,0.1,20,39,a,
510362,637,Toti,Gomes,Toti,0.1,20,39,a,
441271,638,Ki-Jana,Hoever,Hoever,1.0,20,39,a,
560248,639,Bastien,Meupiyou Menadjou,Meupiyou,0.0,20,39,u,On loan to FC Alverca
641221,640,Pedro,Cardoso de Lima,Pedro Lima,0.5,20,39,u,has joined Porto on loan for the rest of the season.
517179,641,Alfie,Pond,Pond,1.4,20,39,a,
184754,642,Hwang,Hee-chan,Hee Chan,0.1,20,39,a,
509291,643,André,Trindade da Costa Neto,André,0.1,20,39,a,
231057,644,Jean-Ricner,Bellegarde,Bellegarde,0.0,20,39,a,
643135,645,Fer,López González,Fer López,0.0,20,39,a,
448089,646,João Victor,Gomes da Silva,Gomes,0.1,20,39,a,
181284,647,Gonçalo Manuel,Ganchinho Guedes,Guedes,0.0,20,39,u,Has joined Real Sociedad permanently.
433312,648,Marshall,Munetsi,Munetsi,0.1,20,39,a,
476502,649,Boubacar,Traoré,B.Traore,0.0,20,39,u,Has joined FC Metz on loan for the rest of the season.
497606,650,Tawanda,Chirewa,Chirewa,0.3,20,39,a,
596054,651,Tom,Edozie,Edozie,0.4,20,39,a,
593001,652,Enso,González Medina,Gonzalez,1.5,20,39,a,
240299,653,Joe,Hodge,Hodge,0.0,20,39,u,Signed by CD Tondela
247412,654,Jørgen,Strand Larsen,Strand Larsen,1.3,20,39,a,
449988,655,Fábio,Soares Silva,Fábio Silva,0.2,20,39,u,has joined Borussia Dortmund permanently.
429414,656,Saša,Kalajdžić,Kalajdžić,0.1,20,39,u,has joined LASK on loan for the rest of the season.
589507,657,Leon,Chiwome,Chiwome,0.0,20,39,i,Knee injury - Unknown return date
531363,658,Nathan,Fraser,Fraser,1.9,20,39,a,
230376,663,Jhon,Arias,J.Arias,0.2,20,39,a,
497949,682,David,Møller Wolfe,Møller Wolfe,0.1,20,39,a,
523705,695,Jackson,Tchatchoua,Tchatchoua,0.0,20,39,a,
431248,709,Ladislav,Krejcí,Krejčí,0.1,20,39,a,
488213,720,Tolu,Arokodare,Tolu,0.1,20,39,a,
